url,back,bra,color,material,sequins_polar,sequins_unpolar,wedding,pockets
https://www.renttherunway.com/shop/designers/alexis/red_leona_dress,0.04348641424162258,0.15456925547996977,0.46765651384667334,0.32156911375661384,0.04526611285539856,0.00021080966014620613,0.0032334223139220243,2.633886811293177e-06
https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,0.12396875,0.11356908527764506,0.38106719924812027,0.28612905982905984,0.13193174839380198,0.0001738597329598327,0.006343639225277678,0.012809512813966945
https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,0.15165880879675184,0.1473875130224201,0.39872415564546587,0.2546950858825858,0.07875830181312983,0.0038252211781033773,0.0032852874866527277,3.4832637281295227e-06
https://www.renttherunway.com/shop/designers/badgley_mischka/curves_for_days_gown,0.07477820294784579,0.16373346560846563,0.3526552287581699,0.2637225425200779,0.18953703703703706,1.2094785383297596e-05,0.0037889524587803544,2.093035661406106e-06
https://www.renttherunway.com/shop/designers/badgley_mischka/evergreen_sequin_dress,0.11218929122574957,0.20897745571658613,0.4380035473785474,0.21049851190476193,0.10862998787477952,0.007824978745526174,0.001144253597236342,2.1369955195058847e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,0.04701573467329019,0.18460449732840192,0.370132818263667,0.22786446071874447,0.08558743072027068,0.006409234330796314,0.0032206985200649066,0.00010047009856848888
https://www.renttherunway.com/shop/designers/badgley_mischka/forbidden_territory_gown,0.10501147949865895,0.2033005521048999,0.18006040564373899,0.2228601872003658,0.15533750379024766,0.00040855720278121536,0.002614605657261901,2.0056491516813767e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/garden_of_sequins_dress,0.021098901098901095,0.16992835423123884,0.3783901515151515,0.34583867521367523,0.02546762377407537,0.004713997009559571,0.004539121496897571,3.158005977188661e-07
https://www.renttherunway.com/shop/designers/badgley_mischka/glitz_gown,0.04225862391595773,0.1799545048072955,0.3857384963455077,0.19011272025090048,0.08354384297825052,0.004102386223223628,0.002602744713922033,2.804388517499948e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/ivy_gown,-0.02013477288078352,0.20846879462345563,0.4411707162373147,0.2883797619047619,0.06867680528938809,0.007643304655451809,0.0037320520216227032,6.616716212590062e-06
https://www.renttherunway.com/shop/designers/badgley_mischka/louisa_gown,0.2515574983465609,0.1871533613445379,0.32144097222222223,0.3616666666666667,0.29934126984126985,0.00013893098646727026,0.007379666980560958,8.74589136264217e-06
