url,back,bra,color,material,sequins_polar,sequins_unpolar,wedding,pockets
https://www.renttherunway.com/shop/designers/alexis/red_leona_dress,0.4904034391534392,0.3679293360921194,0.6816369243463999,0.397040754318836,0.2651160742641667,0.015512294895919206,0.2979832029423204,9.551957611069194e-05
https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,0.5802441860465116,0.27033447251227855,0.5745161227811796,0.36125778022286226,0.381998287037458,0.012793357981452185,0.5962079566583645,0.46454510836548063
https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,0.6111540191219555,0.35083425643875815,0.5963597801799576,0.3295196491872974,0.3102855480894196,0.2814764698909029,0.3029563217970154,0.00012632276883201476
https://www.renttherunway.com/shop/designers/badgley_mischka/curves_for_days_gown,0.5253338079417813,0.38974338790932006,0.5393672933090761,0.3386344560572936,0.45968806063961315,0.0008899870975478255,0.3512504975889826,7.590526605200397e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/evergreen_sequin_dress,0.5670950227636274,0.49744003942613074,0.6449528421177906,0.2848954264078371,0.3505722054763322,0.5757960890915389,0.09766218233116128,0.0007749949819348138
https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,0.4943431456818123,0.439423803464332,0.5609890535220622,0.30242940922380596,0.31949570033744606,0.4716194358807284,0.29676317540163066,0.003643611861342538
https://www.renttherunway.com/shop/designers/badgley_mischka/forbidden_territory_gown,0.5590825817659449,0.4839270068995728,0.3258479245077183,0.2973767140432806,0.4135646220140787,0.030063422174290394,0.23864764844962336,0.0007273613884011715
https://www.renttherunway.com/shop/designers/badgley_mischka/garden_of_sequins_dress,0.46541272680807566,0.4044894074270043,0.5712043111527646,0.4215451495636603,0.2384147041188168,0.3468764747310625,0.4231808429681402,1.1452709015539988e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/glitz_gown,0.4890328825108366,0.42835518146824747,0.5802950470253703,0.264312380564645,0.3167396015008104,0.3018714836287184,0.23751035577609392,0.0010170292865006106
https://www.renttherunway.com/shop/designers/badgley_mischka/ivy_gown,0.41938443957493937,0.4962292466477723,0.6488709891595644,0.3635302602319851,0.29668906761084485,0.562427716606963,0.34579456980602963,0.00023995941099725385
https://www.renttherunway.com/shop/designers/badgley_mischka/louisa_gown,0.7226688353636028,0.4454909986664693,0.5007517182130583,0.4375262936474548,0.6077763037165966,0.010223148364105183,0.6955480126635488,0.0003171752985313664
https://www.renttherunway.com/shop/designers/badgley_mischka/natasha_dress,0.5851360200298521,0.48110973029218645,0.5424037875068801,0.24029499225123965,0.19594007726359594,0.8447150483293375,0.3438239288796012,0.7330338858944346
https://www.renttherunway.com/shop/designers/badgley_mischka/neutral_stripe_gown,0.5563713198719319,0.36251272627586406,0.4043276311317548,0.3388960875052588,0.27198496540485156,0.002050278104284809,1.0,0.7481079767928156
https://www.renttherunway.com/shop/designers/badgley_mischka/palais_du_louvre_gown,0.5234926681177684,0.577067262279597,0.3912767644726407,0.43497409546000204,0.34200224151455455,0.41586041522122197,0.13132668877251624,2.006880690129899e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/red_sweetheart_off_shoulder_gown,0.5310077519379846,0.49680844973666133,0.5216985763377515,0.23871626900655088,0.40315507235948966,0.026978972744773427,0.32806353933581733,0.0
https://www.renttherunway.com/shop/designers/badgley_mischka/ruby_red_gala_gown,0.5097995772589593,0.5143417788983163,0.6145913270522488,0.4653099447647197,0.27549183512553505,0.010665441593740067,0.37998117115257174,4.6333779314819984e-05
https://www.renttherunway.com/shop/designers/badgley_mischka/sequin_shamrock_dress,0.49387876120434265,0.30385580916122484,0.6404629276087848,0.3598373299677466,0.32821125056354566,0.7874440299820025,0.06854201527559847,0.0
https://www.renttherunway.com/shop/designers/badgley_mischka/set_the_tone_gown,0.5118098448957126,0.4901544666500586,0.28763704794632633,0.25010517458981907,0.30896315752230075,0.00874681312435943,0.504999132440068,0.0
https://www.renttherunway.com/shop/designers/badgley_mischka/shoreline_gown,0.5330358448110137,0.3319682777078087,0.5369688539791632,0.31333860362047167,0.5079168185491473,0.0054384827235748594,0.45689220923559165,0.00030436746286118785
