,url,topic,kmean_label_2,review
0,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,0.0,0.0
1,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,1.0,0.43
2,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,2.0,0.08664573521716379
3,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,3.0,0.026419136419136405
4,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,4.0,0.12292559523809524
5,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,5.0,0.21964285714285714
6,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,6.0,0.2708333333333333
7,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,7.0,0.3317809174952032
8,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,8.0,0.00017261904761905477
9,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,9.0,0.04485544217687075
10,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,10.0,-0.020833333333333325
11,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,bust_area,11.0,0.10555555555555557
12,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,0.0,0.3846428571428572
13,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,2.0,0.1811111111111111
14,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,3.0,0.6000000000000001
15,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,4.0,0.008333333333333333
16,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,5.0,0.0
17,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,6.0,0.305952380952381
18,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,7.0,-0.05
19,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,8.0,0.4525
20,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,9.0,-0.1597222222222222
21,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,length,11.0,0.25
22,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,1.0,0.3125
23,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,2.0,0.18944444444444444
24,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,3.0,0.2635416666666667
25,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,4.0,-0.016666666666666673
26,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,5.0,0.25763888888888886
27,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,6.0,0.15000000000000002
28,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,7.0,0.8
29,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,9.0,0.44333333333333336
30,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,10.0,0.25
31,https://www.renttherunway.com/shop/designers/allison_parris/cobalt_marilyn_gown,stretch,11.0,0.61
32,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,0.0,0.15357142857142858
33,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,2.0,0.05
34,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,3.0,0.2636752136752137
35,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,4.0,0.14146825396825397
36,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,5.0,0.2738095238095238
37,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,6.0,0.0
38,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,7.0,0.08214285714285714
39,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,8.0,0.07500000000000001
40,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,bust_area,9.0,0.178125
41,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,0.0,0.19921875
42,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,1.0,0.0
43,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,2.0,0.2733333333333334
44,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,3.0,0.2850378787878788
45,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,4.0,0.28334104938271604
46,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,5.0,0.17770833333333333
47,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,6.0,0.4588541666666666
48,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,7.0,0.23124999999999998
49,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,8.0,0.2324404761904762
50,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,9.0,0.05095238095238095
51,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,10.0,-0.03498263888888889
52,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,length,11.0,-0.0484375
53,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,0.0,0.3111111111111111
54,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,2.0,0.12777777777777777
55,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,3.0,0.8
56,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,4.0,0.36291666666666667
57,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,5.0,0.2109375
58,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,6.0,0.4220833333333333
59,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,8.0,-0.0625
60,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,9.0,1.0
61,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,10.0,0.31785714285714284
62,https://www.renttherunway.com/shop/designers/badgley_mischka/award_winner_gown,stretch,11.0,0.0
63,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,0.0,0.1585675642948108
64,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,1.0,0.18843877626205213
65,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,2.0,0.15047030914487813
66,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,3.0,0.13481565388976105
67,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,4.0,0.1915664618945869
68,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,5.0,0.20172365378962595
69,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,6.0,0.1517814307385736
70,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,7.0,0.17088214542884872
71,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,8.0,0.13101388888888893
72,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,9.0,0.14477372674406572
73,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,10.0,0.23157769916698487
74,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,bust_area,11.0,0.1432974257224257
75,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,0.0,0.4070833333333333
76,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,1.0,-0.007000000000000006
77,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,2.0,0.32857142857142857
78,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,3.0,0.1736111111111111
79,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,4.0,0.15925925925925924
80,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,5.0,0.43333333333333335
81,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,6.0,0.12722222222222224
82,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,7.0,0.18491666666666665
83,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,8.0,0.2653333333333333
84,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,9.0,0.11395833333333333
85,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,10.0,0.40499999999999997
86,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,length,11.0,0.006041666666666667
87,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,stretch,0.0,0.07310049019607845
88,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,stretch,1.0,0.1908292633292633
89,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,stretch,2.0,0.19616071428571424
90,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,stretch,3.0,-0.017309736394557827
91,https://www.renttherunway.com/shop/designers/badgley_mischka/fifth_avenue_showstopper_dress,stretch,4.0,0.18553003573224164
